latitude,longitude,geoAltitude
50.53587341,7.112057334,10500.36
50.53622488,7.110455487,10500.36
50.53664385,7.108525457,10492.74
50.53701782,7.106925563,10492.74
50.53738869,7.105333483,10492.74
50.53770447,7.10374531,10492.74
50.53808697,7.102215741,10500.36
50.53850594,7.100285711,10492.74
50.53892491,7.09835568,10492.74
50.53926086,7.096806576,10492.74
50.53967285,7.094855058,10492.74
50.54004217,7.093307908,10492.74
50.54046114,7.091377877,10492.74
50.54074045,7.090115934,10492.74
50.54109192,7.088494552,10492.74
50.54143873,7.08692396,10492.74
50.54177856,7.085314299,10492.74
50.54205322,7.084085565,10492.74
50.54232788,7.082784552,10500.36
50.54260254,7.081555818,10492.74
50.5430603,7.079604299,10492.74
50.54347229,7.077725059,10500.36
50.5438129,7.076160328,10500.36
50.54409221,7.074824153,10500.36
50.54451118,7.072968354,10500.36
50.54484558,7.071364553,10500.36
50.54520946,7.06977638,10500.36
50.545578,7.0681843,10500.36
50.54590775,7.066584407,10500.36
50.54632672,7.064728608,10500.36
50.54660603,7.063466665,10500.36
50.54695129,7.061823795,10500.36
50.54730432,7.060274691,10500.36
50.54772329,7.058344661,10500.36
50.5480957,7.056764302,10500.36
50.54837036,7.055535567,10500.36
50.54870088,7.053890744,10500.36
50.5489802,7.052628801,10500.36
50.54933167,7.051054302,10492.74
50.54967848,7.049436827,10500.36
50.54995779,7.048174884,10500.36
50.55029297,7.046645315,10500.36
50.55065608,7.045057142,10500.36
50.55125427,7.04216405,10500.36
50.55171204,7.040284809,10500.36
50.55205264,7.038673195,10500.36
50.55239868,7.037104556,10500.36
50.55281067,7.035225316,10492.74
50.5531699,7.033625422,10500.36
50.55349731,7.032045063,10500.36
50.55418396,7.02886481,10500.36
50.55445862,7.027563798,10492.74
50.55479923,7.025979532,10500.36
50.55514526,7.024383545,10500.36
50.55555725,7.022504305,10500.36
50.55591648,7.020931759,10500.36
50.55628967,7.019324052,10500.36
50.55703373,7.015809755,10500.36
50.55759236,7.013285869,10500.36
50.55801133,7.01143007,10500.36
50.55834961,7.009855572,10500.36
50.5587616,7.007904053,10500.36
50.55903625,7.006675319,10500.36
50.55949402,7.0047238,10500.36
50.55982687,7.003190324,10500.36
50.56010618,7.001928381,10500.36
50.56045532,7.000314813,10500.36
50.56080446,6.998736407,10500.36
50.56114197,6.99713456,10500.36
50.56141663,6.995905826,10500.36
50.56178206,6.99428249,10500.36
50.56210327,6.992725573,10492.74
50.56256104,6.990774054,10492.74
50.56283569,6.98954532,10492.74
50.56311035,6.988244308,10492.74
50.56345794,6.986710832,10492.74
50.563797,6.985064055,10492.74
50.56415623,6.983518858,10492.74
50.5645752,6.981588828,10492.74
50.56485451,6.980326885,10492.74
50.56527348,6.978396854,10492.74
50.56555279,6.977134911,10492.74
50.56597176,6.975279112,10492.74
50.5663147,6.973644056,10492.74
50.56667005,6.972087138,10492.74
50.56694936,6.970825195,10492.74
50.567276,6.969235069,10492.74
50.56760109,6.967633222,10492.74
50.5678804,6.966371279,10492.74
50.56815972,6.965109335,10492.74
50.56878662,6.962296335,10492.74
50.56906128,6.960995323,10492.74
50.56941663,6.959393476,10492.74
50.5698356,6.957537677,10492.74
50.57011491,6.956275734,10492.74
50.57048035,6.954634817,10492.74
50.570755,6.953406083,10492.74
50.57109251,6.951821817,10492.74
50.57171631,6.948924818,10492.74
50.57234942,6.946105957,10492.74
50.57267761,6.944515831,10492.74
50.5730896,6.94263659,10492.74
50.57350159,6.940685071,10492.74
50.57377625,6.939456337,10492.74
50.57439772,6.936604268,10492.74
50.575096,6.933412294,10500.36
50.57537531,6.932150351,10500.36
50.57569885,6.930566085,10492.74
50.57602705,6.928958377,10492.74
50.5763855,6.927385832,10500.36
50.57672533,6.925766404,10500.36
50.57702637,6.924205579,10500.36
50.57771301,6.921025326,10500.36
50.57798767,6.919724314,10492.74
50.57830811,6.918120513,10500.36
50.57868052,6.916264714,10500.36
50.57895984,6.914928539,10500.36
50.57926941,6.913363808,10492.74
50.57963562,6.911484568,10492.74
50.57998399,6.909880767,10492.74
50.58027649,6.908232036,10492.74
50.58091736,6.905051784,10492.74
50.58155823,6.901871531,10492.74
50.58226505,6.898374815,10492.74
50.58256531,6.896739759,10492.74
50.58279419,6.895511025,10492.74
50.58310299,6.893920898,10492.74
50.58343506,6.892258494,10492.74
50.58375472,6.890654693,10492.74
50.58407593,6.889078241,10492.74
50.5843599,6.887462719,10492.74
50.58463921,6.886200776,10492.74
50.58494568,6.884596975,10492.74
50.58524439,6.883008802,10492.74
50.58554077,6.881416722,10492.74
50.58590698,6.879465204,10492.74
50.58618164,6.878236469,10492.74
50.58645475,6.876624855,10492.74
50.58710648,6.873432881,10492.74
50.5874789,6.871502851,10500.36
50.58778381,6.869924445,10492.74
50.5880127,6.868623432,10492.74
50.58831684,6.867048934,10492.74
50.58906167,6.863188872,10500.36
50.58938599,6.861540142,10492.74
50.58966685,6.859996899,10492.74
50.58994616,6.858660724,10492.74
50.59025574,6.857131155,10500.36
50.59055134,6.85546875,10500.36
50.59078411,6.854206807,10492.74
50.59115652,6.852276776,10500.36
50.5914917,6.850698371,10492.74
50.59180825,6.849084803,10500.36
50.59218067,6.847154772,10500.36
50.59249878,6.845566599,10500.36
50.59278585,6.843962798,10500.36
50.59309387,6.842386346,10500.36
50.59343758,6.840770825,10492.74
50.59367034,6.839508881,10500.36
50.59404276,6.837578851,10500.36
50.59469449,6.834386877,10500.36
50.59538269,6.830894069,10492.74
50.5959514,6.82800293,10492.74
50.59632382,6.826072899,10492.74
50.59661865,6.824461284,10492.74
50.59689331,6.82323255,10492.74
50.59712219,6.821931538,10492.74
50.59776306,6.818751285,10492.74
50.59809281,6.817165065,10492.74
50.59840393,6.815571032,10492.74
50.59911696,6.812043061,10492.74
50.59941101,6.81043926,10492.74
50.59977722,6.808487742,10492.74
50.60041809,6.805307489,10492.74
50.6007843,6.80335597,10492.74
50.6011187,6.801799052,10492.74
50.60163078,6.799200934,10492.74
50.60186354,6.797938991,10492.74
50.60220337,6.796344958,10492.74
50.60243225,6.795043945,10492.74
50.60284424,6.793164705,10492.74
50.603167,6.791555044,10492.74
50.60348511,6.789984452,10492.74
50.60377218,6.78836307,10492.74
50.60412598,6.786731921,10492.74
50.60442391,6.785171096,10485.12
50.60479633,6.783241066,10492.74
50.60507564,6.781979123,10492.74
50.60536194,6.780371415,10485.12
50.60568082,6.778787149,10492.74
50.60600281,6.777191162,10485.12
50.60627747,6.77589015,10492.74
50.60650635,6.774589137,10485.12
50.60678101,6.773288124,10485.12
50.60707739,6.771735114,10485.12
50.6073567,6.770473171,10485.12
50.60765076,6.768879138,10492.74
50.60792542,6.767578125,10485.12
50.60829163,6.765626606,10485.12
50.60856628,6.764397872,10485.12
50.60889293,6.762753048,10485.12
50.60920715,6.761145341,10485.12
50.6094981,6.759561075,10485.12
50.60977742,6.758299132,10492.74
50.6100769,6.756664075,10485.12
50.6103826,6.755107158,10492.74
50.61066191,6.753770983,10492.74
50.61122131,6.750954076,10492.74
50.6115464,6.749317066,10485.12
50.61186218,6.747701545,10492.74
50.61213684,6.74647281,10492.74
50.61250305,6.744521292,10492.74
50.61273193,6.743220279,10485.12
50.61308263,6.741671176,10492.74
50.6133728,6.740040026,10492.74
50.61364746,6.738739014,10485.12
50.61433954,6.735212996,10492.74
50.6145723,6.733951053,10492.74
50.6149292,6.732378508,10492.74
50.61515808,6.731077495,10492.74
50.61545679,6.729497136,10492.74
50.61602783,6.72659623,10492.74
50.61676025,6.723113189,10492.74
50.61708069,6.721464458,10492.74
50.61736543,6.719921215,10492.74
50.61767578,6.718284205,10492.74
50.61801716,6.716729241,10492.74
50.61831665,6.715103953,10492.74
50.6186689,6.713463036,10492.74
50.61904131,6.711607237,10492.74
50.61932373,6.709972181,10492.74
50.6199646,6.706791928,10492.74
50.62023926,6.705490915,10492.74
50.62060547,6.703611675,10492.74
50.6209034,6.701957084,10492.74
50.62118272,6.700695141,10492.74
50.62147522,6.69913041,10492.74
50.6217879,6.697503167,10492.74
50.62220687,6.695573137,10492.74
50.62257928,6.693643106,10492.74
50.62281204,6.692381163,10492.74
50.62312317,6.690818385,10492.74
50.62346378,6.689189189,10492.74
50.62376404,6.687565854,10492.74
50.62413025,6.685686613,10492.74
50.62444137,6.684067185,10492.74
50.62486034,6.682137154,10492.74
50.62523276,6.680207124,10492.74
50.6257782,6.677374589,10492.74
50.62619019,6.67542307,10492.74
50.62641907,6.674194336,10492.74
50.62672243,6.672561233,10492.74
50.62705994,6.670941805,10492.74
50.62737416,6.669369259,10492.74
50.62770081,6.667761552,10492.74
50.62797934,6.666177286,10492.74
50.62863107,6.662985312,10492.74
50.62900349,6.661055281,10492.74
50.62957764,6.658220793,10492.74
50.62994385,6.656269274,10492.74
50.63021851,6.654968262,10492.74
50.63053972,6.653409391,10492.74
50.63085938,6.651788009,10492.74
50.63122559,6.649908769,10492.74
50.63186646,6.646656237,10492.74
50.63223267,6.644776997,10492.74
50.63273621,6.642174972,10492.74
50.63305354,6.640641496,10492.74
50.6332863,6.639305321,10492.74
50.63393803,6.636113347,10492.74
50.63424683,6.634513453,10492.74
50.63461304,6.632634213,10492.74
50.63502502,6.630682694,10485.12
50.6353346,6.629135544,10485.12
50.6360321,6.625623201,10492.74
50.63631219,6.62401354,10492.74
50.6366272,6.62237067,10485.12
50.63696393,6.620821566,10485.12
50.63719669,6.619485391,10485.12
50.63754272,6.617961683,10485.12
50.63777161,6.61666067,10485.12
50.63813782,6.614709151,10485.12
50.63841248,6.613480417,10485.12
50.63896567,6.610577558,10492.74
50.63928223,6.608999152,10485.12
50.6396174,6.607385584,10485.12
50.63998982,6.605455553,10485.12
50.64022258,6.60419361,10485.12
50.640595,6.602263579,10492.74
50.64093018,6.600687127,10492.74
50.64120483,6.599386115,10492.74
50.64147949,6.597809663,10492.74
50.64175881,6.59654772,10492.74
50.64213122,6.594617689,10485.12
50.64236398,6.593355746,10492.74
50.64271545,6.591724597,10492.74
50.64301572,6.590163772,10492.74
50.64331055,6.588544344,10492.74
50.6436209,6.586971798,10492.74
50.64427263,6.583779825,10492.74
50.64459229,6.582183838,10492.74
50.64482117,6.580882825,10492.74
50.64515712,6.579325908,10492.74
50.64546204,6.577702572,10492.74
50.64569092,6.57640156,10492.74
50.64610291,6.57452232,10492.74
50.64641403,6.572941961,10492.74
50.646698,6.571342067,10492.74
50.64701921,6.569749987,10492.74
50.64767094,6.566558013,10492.74
50.64804336,6.564627982,10492.74
50.64827612,6.563366039,10492.74
50.64864854,6.561436009,10492.74
50.64898682,6.559849789,10492.74
50.6492157,6.558548777,10492.74
50.64953303,6.556982092,10492.74
50.64985657,6.555368524,10492.74
50.65018476,6.553790118,10492.74
50.65055718,6.551860088,10492.74
50.65078994,6.550598145,10492.74
50.65113831,6.549008018,10492.74
50.65136719,6.547707006,10492.74
50.65167443,6.546144228,10492.74
50.65200806,6.544526753,10492.74
50.65232616,6.542952254,10492.74
50.65255892,6.541616079,10492.74
50.65287781,6.540045487,10492.74
50.65321066,6.538424105,10492.74
50.65351868,6.536865234,10492.74
50.6540486,6.533970188,10492.74
50.65432791,6.532708245,10492.74
50.65456067,6.531446302,10492.74
50.65489197,6.529854222,10492.74
50.65525818,6.527902704,10492.74
50.65553284,6.526673969,10492.74
50.65581758,6.525062355,10492.74
50.65612793,6.523421438,10492.74
50.65653992,6.521542198,10492.74
50.65684173,6.519940351,10492.74
50.65713501,6.518361945,10492.74
50.65740967,6.517060932,10492.74
50.65814209,6.513230173,10492.74
50.65878296,6.51004992,10492.74
50.65901184,6.508821186,10492.74
50.6592865,6.507520174,10485.12
50.65958831,6.505910513,10492.74
50.65982107,6.504648569,10492.74
50.66019349,6.502718539,10492.74
50.66047281,6.501456596,10492.74
50.66079712,6.499858655,10492.74
50.66107798,6.498264622,10492.74
50.66172972,6.495072648,10485.12
50.66233489,6.491880675,10485.12
50.66298663,6.488688701,10485.12
50.66359181,6.485496727,10485.12
50.66396422,6.483566697,10485.12
50.66427612,6.482005872,10485.12
50.66464233,6.480126632,10485.12
50.66498837,6.478518924,10485.12
50.6652832,6.476874101,10492.74
50.66551208,6.475645366,10485.12
50.66578674,6.474344354,10492.74
50.66610563,6.472803064,10492.74
50.66647804,6.470873034,10492.74
50.66708322,6.46768106,10492.74
50.66773495,6.464489086,10492.74
50.66802979,6.462924355,10492.74
50.668396,6.460972836,10492.74
50.66876221,6.459093596,10485.12
50.66903687,6.457792583,10485.12
50.66940308,6.455913343,10492.74
50.66969015,6.45431931,10492.74
50.67004395,6.452660812,10492.74
50.67034188,6.451127336,10485.12
50.67063904,6.449480559,10485.12
50.6709137,6.448251825,10492.74
50.67127991,6.446300306,10485.12
50.67159879,6.444702148,10485.12
50.671875,6.443110286,10485.12
50.67220397,6.441574097,10485.12
50.67251587,6.439918312,10485.12
50.67288208,6.438062513,10485.12
50.67318157,6.436462402,10492.74
50.67388916,6.432940509,10492.74
50.67411804,6.431678566,10492.74
50.6743927,6.430416623,10492.74
50.67471779,6.428833008,10492.74
50.67509021,6.426925659,10492.74
50.67555573,6.424331665,10492.74
50.67590332,6.422770732,10492.74
50.67620746,6.421203613,10492.74
50.67677307,6.418316815,10492.74
50.67741782,6.414794922,10492.74
50.67867473,6.408462524,10492.74
50.67895404,6.407165527,10492.74
50.6791868,6.40586853,10492.74
50.67955922,6.403961182,10492.74
50.67979198,6.402664185,10492.74
50.6801644,6.400756836,10492.74
50.68048096,6.399164973,10492.74
50.68081613,6.397628784,10492.74
50.68104889,6.396331787,10492.74
50.68142131,6.394424438,10492.74
50.68165407,6.393127441,10492.74
50.68202649,6.391220093,10492.74
50.68235779,6.389663284,10492.74
50.68267822,6.388015747,10492.74
50.68299866,6.38647131,10492.74
50.68322754,6.385209367,10492.74
50.68345642,6.383947424,10492.74
50.68409729,6.38075545,10492.74
50.68473816,6.377563477,10492.74
50.68505239,6.375961304,10492.74
50.6854248,6.374053955,10492.74
50.68565757,6.372756958,10492.74
50.68589033,6.371536255,10492.74
50.686203,6.369917586,10492.74
50.68654206,6.368331909,10492.74
50.68707275,6.365463669,10485.12
50.68738,6.363830566,10485.12
50.68765931,6.362609863,10492.74
50.6879425,6.361009752,10485.12
50.68821716,6.359747809,10485.12
50.68881226,6.356555836,10485.12
50.68938174,6.353683472,10485.12
50.68968201,6.352101919,10485.12
50.69003348,6.350479126,10485.12
50.69032288,6.348909945,10485.12
50.69055176,6.347648002,10485.12
50.69096375,6.345717971,10485.12
50.69124383,6.344070435,10485.12
50.69161625,6.342163086,10485.12
50.69189557,6.340942383,10485.12
50.69256592,6.337403993,10485.12
50.6927948,6.33614205,10485.12
50.69310592,6.334533691,10492.74
50.69343567,6.332950077,10485.12
50.69366455,6.331688133,10485.12
50.69399042,6.330108643,10485.12
50.69436283,6.328201294,10485.12
50.69467163,6.326566129,10485.12
50.69496801,6.324996948,10485.12
50.6953125,6.323374155,10485.12
50.69561974,6.321792603,10477.5
50.69599216,6.319885254,10477.5
50.69664001,6.31632212,10485.12
50.69691467,6.315060177,10485.12
50.69728088,6.313130147,10477.5
50.69757494,6.311569214,10477.5
50.69794736,6.309661865,10477.5
50.69828796,6.308082374,10477.5
50.69851685,6.306746199,10485.12
50.6987915,6.305484256,10477.5
50.69906461,6.303863525,10485.12
50.6993866,6.302292283,10477.5
50.69971634,6.300735474,10477.5
50.70002747,6.299100309,10477.5
50.70055428,6.296234131,10477.5
50.70089722,6.294646392,10477.5
50.70120601,6.293029785,10477.5
50.70149231,6.291454418,10477.5
50.70181119,6.289825439,10477.5
50.70249939,6.286332414,10477.5
50.7028656,6.284402383,10477.5
50.70316121,6.282806396,10477.5
50.70350647,6.28121041,10477.5
50.70373535,6.279948467,10477.5
50.7040457,6.278381348,10477.5
50.70441812,6.276397705,10477.5
50.70465088,6.275177002,10477.5
50.70497131,6.273564519,10477.5
50.70567503,6.270065308,10485.12
50.70597839,6.268442515,10477.5
50.70620728,6.267180572,10477.5
50.70651297,6.265563965,10477.5
50.70688539,6.263656616,10477.5
50.70721436,6.262058567,10477.5
50.70758057,6.260128537,10477.5
50.70794678,6.258198506,10477.5
50.70828195,6.256637573,10485.12
50.70858765,6.255006532,10477.5
50.70895386,6.253076502,10477.5
50.70959473,6.249884528,10477.5
50.70996094,6.247954497,10477.5
50.71023715,6.246414185,10485.12
50.71060957,6.244430542,10477.5
50.71092224,6.242832493,10477.5
50.7112613,6.24130249,10477.5
50.71163371,6.239318848,10477.5
50.71220398,6.236448546,10485.12
50.71243286,6.235186603,10477.5
50.71270752,6.23392466,10477.5
50.71298373,6.232299805,10477.5
50.71330261,6.230732686,10477.5
50.71363546,6.229095459,10477.5
50.71400788,6.22718811,10485.12
50.71430969,6.225610681,10477.5
50.7146759,6.223680651,10485.12
50.71504211,6.22175062,10485.12
50.71540833,6.21982059,10477.5
50.71568298,6.218558647,10477.5
50.71591187,6.217296703,10485.12
50.71624239,6.215667725,10485.12
50.71655273,6.21410473,10477.5
50.71678162,6.212768555,10477.5
50.71708033,6.211166382,10485.12
50.71745274,6.209259033,10477.5
50.7177887,6.20764655,10485.12
50.71815491,6.20571652,10477.5
50.71852112,6.203860721,10477.5
50.71888733,6.20193069,10485.12
50.71925354,6.20000066,10477.5
50.7195476,6.198348999,10485.12
50.71992001,6.19644165,10477.5
50.72019933,6.195220947,10477.5
50.7204895,6.193616712,10477.5
50.72076416,6.192280537,10477.5
50.72113037,6.190350507,10477.5
50.72172546,6.187158533,10485.12
50.72200012,6.18589659,10485.12
50.72236633,6.183966559,10485.12
50.72266659,6.182403564,10485.12
50.72289936,6.181106567,10477.5
50.72323608,6.179512643,10485.12
50.72360229,6.177582612,10485.12
50.72383118,6.176320669,10485.12
50.72419739,6.174390638,10485.12
50.72452868,6.172790527,10485.12
50.7249011,6.170806885,10485.12
50.72550628,6.167678833,10477.5
50.72611146,6.164474487,10477.5
50.72648388,6.162490845,10477.5
50.72680664,6.160954656,10477.5
50.72708906,6.159286499,10477.5
50.72740173,6.15768845,10477.5
50.72811321,6.154174805,10477.5
50.72834597,6.152877808,10477.5
50.7286377,6.151304503,10477.5
50.72895115,6.149673462,10477.5
50.72927856,6.148112529,10477.5
50.72987366,6.144920555,10477.5
50.73014832,6.143658612,10485.12
50.73044082,6.142044067,10485.12
50.73101807,6.139130463,10477.5
50.73132531,6.137542725,10485.12
50.73169773,6.135635376,10485.12
50.73197937,6.134008459,10485.12
50.73234558,6.132078429,10485.12
50.73262024,6.130816485,10477.5
50.73298645,6.128886455,10477.5
50.73328051,6.127319336,10477.5
50.73365292,6.125411987,10477.5
50.73399353,6.12376445,10477.5
50.7342581,6.122207642,10477.5
50.73458862,6.120572477,10477.5
50.7348175,6.119310534,10477.5
50.73509216,6.118048591,10477.5
50.73537536,6.116409302,10477.5
50.73565467,6.115112305,10477.5
50.73602709,6.113204956,10477.5
50.73639951,6.111297607,10477.5
50.73669434,6.109660381,10477.5
50.73700468,6.108093262,10477.5
50.73728943,6.106468407,10477.5
50.73765564,6.104538376,10477.5
50.73806763,6.102682578,10477.5
50.7383547,6.101074219,10477.5
50.73866272,6.099416372,10477.5
50.73895988,6.097869873,10477.5
50.7393323,6.095962524,10485.12
50.7396698,6.094294368,10477.5
50.73989868,6.093032425,10485.12
50.74026489,6.091102394,10485.12
50.74058921,6.089553833,10485.12
50.74082197,6.088256836,10485.12
50.74119439,6.086349487,10485.12
50.74142715,6.08505249,10485.12
50.74172974,6.083456503,10485.12
50.74209595,6.081526473,10485.12
50.74246216,6.079596442,10485.12
50.74277716,6.078033447,10477.5
50.74314958,6.076126099,10485.12
50.74338234,6.074829102,10485.12
50.74369812,6.073212495,10477.5
50.74406433,6.071282464,10477.5
50.74501167,6.066513062,10485.12
50.74530029,6.064898517,10485.12
50.7456665,6.062968486,10477.5
50.74594116,6.061706543,10485.12
50.74630737,6.059776512,10485.12
50.74659445,6.058197021,10485.12
50.74690247,6.056584539,10485.12
50.74719962,6.054992676,10485.12
50.74749756,6.053392565,10485.12
50.74786377,6.051462534,10485.12
50.74813843,6.050200591,10485.12
50.7486893,6.047286987,10485.12
50.74900818,6.045746674,10485.12
50.74937439,6.043816644,10485.12
50.74996948,6.04062467,10485.12
50.75027207,6.038970947,10485.12
50.75050483,6.037750244,10485.12
50.75111001,6.034545898,10485.12
50.75143433,6.032904548,10485.12
50.75176174,6.031341553,10485.12
50.7519945,6.030044556,10485.12
50.75230408,6.028450631,10485.12
50.75259968,6.02684021,10485.12
50.7529721,6.024932861,10485.12
50.75326538,6.023328626,10485.12
50.75357728,6.021728516,10485.12
50.7539497,6.019821167,10485.12
50.75427246,6.018206622,10485.12
50.75450134,6.016944679,10485.12
50.75473022,6.015682736,10485.12
50.75514221,6.013752705,10485.12
50.75543937,6.012191772,10485.12
50.75567213,6.010894775,10485.12
50.7563324,6.007368758,10485.12
50.75669861,6.005438727,10485.12
50.75725491,6.002578735,10485.12
50.75756836,6.00098481,10485.12
50.75786009,5.99937439,10485.12
50.7582325,5.997467041,10485.12
50.75860492,5.995559692,10485.12
50.75883768,5.994262695,10485.12
50.7592101,5.992355347,10485.12
50.75948942,5.991134644,10485.12
50.75986183,5.989227295,10485.12
50.76013184,5.98762306,10485.12
50.76046701,5.986022949,10477.5
50.76077271,5.984431086,10485.12
50.76113892,5.982501056,10485.12
50.76167737,5.979614258,10485.12
50.76196289,5.978047139,10485.12
50.76228255,5.976409912,10485.12
50.76265497,5.974502563,10477.5
50.76296997,5.972925135,10477.5
50.76319885,5.971663192,10485.12
50.76342773,5.970401248,10485.12
50.7640686,5.967209275,10477.5
50.7643774,5.965576172,10485.12
50.76470327,5.963668823,10485.12
50.76525879,5.960825327,10485.12
50.76558776,5.959243774,10485.12
50.76582052,5.957946777,10485.12
50.76619294,5.956039429,10485.12
50.76679812,5.952835083,10485.12
50.76703088,5.951538086,10477.5
50.7674033,5.949630737,10477.5
50.76768494,5.948057432,10485.12
50.76795959,5.946795489,10485.12
50.76824124,5.945205688,10485.12
50.76855469,5.943603516,10485.12
50.76884641,5.942001343,10485.12
50.76914978,5.940411542,10485.12
50.76945159,5.938796997,10485.12
50.76974487,5.937219568,10485.12
50.77011108,5.935289538,10485.12
50.77042919,5.933685303,10485.12
50.77066195,5.9324646,10485.12
50.77098083,5.930835621,10485.12
50.77126713,5.929260254,10485.12
50.77157593,5.927643647,10485.12
50.77187231,5.926055908,10477.5
50.77217102,5.924451673,10477.5
50.77247749,5.922851563,10477.5
50.77276611,5.9212597,10477.5
50.77308267,5.919723511,10485.12
50.77336121,5.918067726,10477.5
50.77368785,5.916519165,10477.5
50.77406027,5.914611816,10469.88
50.77432251,5.913019954,10469.88
50.77466544,5.911407471,10469.88
50.77489821,5.910110474,10477.5
50.77513097,5.908889771,10477.5
50.77601624,5.90411212,10477.5
50.77638245,5.902182089,10477.5
50.7766571,5.900920146,10477.5
50.77731892,5.897369385,10477.5
50.77798462,5.893942343,10477.5
50.7782135,5.892606168,10477.5
50.77857971,5.89075037,10477.5
50.77880859,5.889414194,10477.5
50.7791748,5.887558396,10477.5
