aircraft,latitude,longitude,geoAltitude
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
3,46.23495483,5.740155476,10477.5
4,60.29296875,21.99335371,8587.74
1,46.12133789,14.73119224,10866.12
2,58.69825745,16.31895004,8724.9
