aircraft,latitude,longitude,geoAltitude,PitchAngle,DirectionAngle
1,30.0584,82.79744,10866.12,30,12
2,31.0584,82.79744,10866.12,30,12
3,32.0584,82.79744,10866.12,30,12
1,30.084,82.88615,10868.9,30,13
2,31.084,82.88615,10868.9,30,13
3,32.084,82.88615,10868.9,30,13
1,30.1096,82.97486,10865.5,30,14
2,31.1096,82.97486,10865.5,30,14
3,32.1096,82.97486,10865.5,30,14
1,30.1352,83.06357,10870.74,30,15
2,31.1352,83.06357,10870.74,30,15
3,32.1352,83.06357,10870.74,30,15
1,30.1608,83.15228,10866.12,30,16
2,31.1608,83.15228,10866.12,30,16
3,32.1608,83.15228,10866.12,30,16
1,30.1864,83.24099,10868.9,30,17
2,31.1864,83.24099,10868.9,30,17
3,32.1864,83.24099,10868.9,30,17
1,30.212,83.3297,10865.5,30,18
2,31.212,83.3297,10865.5,30,18
3,32.212,83.3297,10865.5,30,18
1,30.2376,83.41841,10870.74,30,19
2,31.2376,83.41841,10870.74,30,19
3,32.2376,83.41841,10870.74,30,19
1,30.2632,83.50712,10866.12,30,20
2,31.2632,83.50712,10866.12,30,20
3,32.2632,83.50712,10866.12,30,20
1,30.2888,83.59583,10868.9,30,21
2,31.2888,83.59583,10868.9,30,21
3,32.2888,83.59583,10868.9,30,21
1,30.3144,83.68454,10865.5,30,22
2,31.3144,83.68454,10865.5,30,22
3,32.3144,83.68454,10865.5,30,22
1,30.34,83.77325,10870.74,30,23
2,31.34,83.77325,10870.74,30,23
3,32.34,83.77325,10870.74,30,23
1,30.3656,83.86196,10866.12,30,24
2,31.3656,83.86196,10866.12,30,24
3,32.3656,83.86196,10866.12,30,24
1,30.3912,83.95067,10868.9,30,25
2,31.3912,83.95067,10868.9,30,25
3,32.3912,83.95067,10868.9,30,25
1,30.4168,84.03938,10865.5,30,26
2,31.4168,84.03938,10865.5,30,26
3,32.4168,84.03938,10865.5,30,26
1,30.4424,84.12809,10870.74,30,27
2,31.4424,84.12809,10870.74,30,27
3,32.4424,84.12809,10870.74,30,27
1,30.468,84.2168,10866.12,30,28
2,31.468,84.2168,10866.12,30,28
3,32.468,84.2168,10866.12,30,28
1,30.4936,84.30551,10868.9,30,29
2,31.4936,84.30551,10868.9,30,29
3,32.4936,84.30551,10868.9,30,29
1,30.5192,84.39422,10865.5,30,30
2,31.5192,84.39422,10865.5,30,30
3,32.5192,84.39422,10865.5,30,30
1,30.5448,84.48293,10870.74,30,31
2,31.5448,84.48293,10870.74,30,31
3,32.5448,84.48293,10870.74,30,31
1,30.5704,84.57164,10866.12,30,32
2,31.5704,84.57164,10866.12,30,32
3,32.5704,84.57164,10866.12,30,32
1,30.596,84.66035,10868.9,30,33
2,31.596,84.66035,10868.9,30,33
3,32.596,84.66035,10868.9,30,33
1,30.6216,84.74906,10865.5,30,34
2,31.6216,84.74906,10865.5,30,34
3,32.6216,84.74906,10865.5,30,34
1,30.6472,84.83777,10870.74,30,35
2,31.6472,84.83777,10870.74,30,35
3,32.6472,84.83777,10870.74,30,35
1,30.6728,84.92648,10866.12,30,36
2,31.6728,84.92648,10866.12,30,36
3,32.6728,84.92648,10866.12,30,36
1,30.6984,85.01519,10868.9,30,37
2,31.6984,85.01519,10868.9,30,37
3,32.6984,85.01519,10868.9,30,37
1,30.724,85.1039,10865.5,30,38
2,31.724,85.1039,10865.5,30,38
3,32.724,85.1039,10865.5,30,38
1,30.7496,85.19261,10870.74,30,39
2,31.7496,85.19261,10870.74,30,39
3,32.7496,85.19261,10870.74,30,39
1,30.7752,85.28132,10866.12,30,40
2,31.7752,85.28132,10866.12,30,40
3,32.7752,85.28132,10866.12,30,40
1,30.8008,85.37003,10868.9,30,10
2,31.8008,85.37003,10868.9,30,10
3,32.8008,85.37003,10868.9,30,10
1,30.8264,85.45874,10865.5,30,11
2,31.8264,85.45874,10865.5,30,11
3,32.8264,85.45874,10865.5,30,11
1,30.852,85.54745,10870.74,30,12
2,31.852,85.54745,10870.74,30,12
3,32.852,85.54745,10870.74,30,12
1,30.8776,85.63616,10866.12,30,13
2,31.8776,85.63616,10866.12,30,13
3,32.8776,85.63616,10866.12,30,13
1,30.9032,85.72487,10866.12,30,10
2,31.9032,85.72487,10866.12,30,10
3,32.9032,85.72487,10866.12,30,10
1,30.9288,85.81358,10868.9,30,11
2,31.9288,85.81358,10868.9,30,11
3,32.9288,85.81358,10868.9,30,11
1,30.9544,85.90229,10865.5,30,12
2,31.9544,85.90229,10865.5,30,12
3,32.9544,85.90229,10865.5,30,12
1,30.98,85.991,10870.74,30,13
2,31.98,85.991,10870.74,30,13
3,32.98,85.991,10870.74,30,13
1,31.0056,86.07971,10866.12,30,14
2,32.0056,86.07971,10866.12,30,14
3,33.0056,86.07971,10866.12,30,14
1,31.0312,86.16842,10868.9,30,15
2,32.0312,86.16842,10868.9,30,15
3,33.0312,86.16842,10868.9,30,15
1,31.0568,86.25713,10865.5,30,16
2,32.0568,86.25713,10865.5,30,16
3,33.0568,86.25713,10865.5,30,16
1,31.0824,86.34584,10870.74,30,17
2,32.0824,86.34584,10870.74,30,17
3,33.0824,86.34584,10870.74,30,17
1,31.108,86.43455,10866.12,30,18
2,32.108,86.43455,10866.12,30,18
3,33.108,86.43455,10866.12,30,18
1,31.1336,86.52326,10868.9,30,19
2,32.1336,86.52326,10868.9,30,19
3,33.1336,86.52326,10868.9,30,19
1,31.1592,86.61197,10865.5,30,20
2,32.1592,86.61197,10865.5,30,20
3,33.1592,86.61197,10865.5,30,20
1,31.1848,86.70068,10870.74,30,21
2,32.1848,86.70068,10870.74,30,21
3,33.1848,86.70068,10870.74,30,21
1,31.2104,86.78939,10866.12,30,22
2,32.2104,86.78939,10866.12,30,22
3,33.2104,86.78939,10866.12,30,22
1,31.236,86.8781,10868.9,30,23
2,32.236,86.8781,10868.9,30,23
3,33.236,86.8781,10868.9,30,23
1,31.2616,86.96681,10865.5,30,24
2,32.2616,86.96681,10865.5,30,24
3,33.2616,86.96681,10865.5,30,24
1,31.2872,87.05552,10870.74,30,25
2,32.2872,87.05552,10870.74,30,25
3,33.2872,87.05552,10870.74,30,25
1,31.3128,87.14423,10866.12,30,26
2,32.3128,87.14423,10866.12,30,26
3,33.3128,87.14423,10866.12,30,26
1,31.3384,87.23294,10868.9,30,27
2,32.3384,87.23294,10868.9,30,27
3,33.3384,87.23294,10868.9,30,27
1,31.364,87.32165,10865.5,30,28
2,32.364,87.32165,10865.5,30,28
3,33.364,87.32165,10865.5,30,28
1,31.3896,87.41036,10870.74,30,29
2,32.3896,87.41036,10870.74,30,29
3,33.3896,87.41036,10870.74,30,29
1,31.4152,87.49907,10866.12,30,30
2,32.4152,87.49907,10866.12,30,30
3,33.4152,87.49907,10866.12,30,30
1,31.4408,87.58778,10868.9,30,31
2,32.4408,87.58778,10868.9,30,31
3,33.4408,87.58778,10868.9,30,31
1,31.4664,87.67649,10865.5,30,32
2,32.4664,87.67649,10865.5,30,32
3,33.4664,87.67649,10865.5,30,32
1,31.492,87.7652,10870.74,30,33
2,32.492,87.7652,10870.74,30,33
3,33.492,87.7652,10870.74,30,33
1,31.5176,87.85391,10866.12,30,34
2,32.5176,87.85391,10866.12,30,34
3,33.5176,87.85391,10866.12,30,34
1,31.5432,87.94262,10868.9,30,35
2,32.5432,87.94262,10868.9,30,35
3,33.5432,87.94262,10868.9,30,35
1,31.5688,88.03133,10865.5,30,36
2,32.5688,88.03133,10865.5,30,36
3,33.5688,88.03133,10865.5,30,36
1,31.5944,88.12004,10870.74,30,37
2,32.5944,88.12004,10870.74,30,37
3,33.5944,88.12004,10870.74,30,37
1,31.62,88.20875,10866.12,30,38
2,32.62,88.20875,10866.12,30,38
3,33.62,88.20875,10866.12,30,38
1,31.6456,88.29746,10868.9,30,39
2,32.6456,88.29746,10868.9,30,39
3,33.6456,88.29746,10868.9,30,39
1,31.6712,88.38617,10865.5,30,40
2,32.6712,88.38617,10865.5,30,40
3,33.6712,88.38617,10865.5,30,40
1,31.6968,88.47488,10870.74,30,10
2,32.6968,88.47488,10870.74,30,10
3,33.6968,88.47488,10870.74,30,10
1,31.7224,88.56359,10866.12,30,11
2,32.7224,88.56359,10866.12,30,11
3,33.7224,88.56359,10866.12,30,11
1,31.748,88.6523,10868.9,30,12
2,32.748,88.6523,10868.9,30,12
3,33.748,88.6523,10868.9,30,12
1,31.7736,88.74101,10865.5,30,13
2,32.7736,88.74101,10865.5,30,13
3,33.7736,88.74101,10865.5,30,13
1,31.7992,88.82972,10870.74,30,14
2,32.7992,88.82972,10870.74,30,14
3,33.7992,88.82972,10870.74,30,14
1,31.8248,88.91843,10866.12,30,15
2,32.8248,88.91843,10866.12,30,15
3,33.8248,88.91843,10866.12,30,15
1,31.8504,89.00714,10868.9,30,16
2,32.8504,89.00714,10868.9,30,16
3,33.8504,89.00714,10868.9,30,16
1,31.876,89.09585,10865.5,30,17
2,32.876,89.09585,10865.5,30,17
3,33.876,89.09585,10865.5,30,17
1,31.9016,89.18456,10870.74,30,18
2,32.9016,89.18456,10870.74,30,18
3,33.9016,89.18456,10870.74,30,18
1,31.9272,89.27327,10866.12,30,19
2,32.9272,89.27327,10866.12,30,19
3,33.9272,89.27327,10866.12,30,19
1,31.9528,89.36198,10868.9,30,20
2,32.9528,89.36198,10868.9,30,20
3,33.9528,89.36198,10868.9,30,20
1,31.9784,89.45069,10865.5,30,21
2,32.9784,89.45069,10865.5,30,21
3,33.9784,89.45069,10865.5,30,21
1,32.004,89.5394,10870.74,30,22
2,33.004,89.5394,10870.74,30,22
3,34.004,89.5394,10870.74,30,22
1,32.0296,89.62811,10866.12,30,23
2,33.0296,89.62811,10866.12,30,23
3,34.0296,89.62811,10866.12,30,23
1,32.0552,89.71682,10868.9,30,24
2,33.0552,89.71682,10868.9,30,24
3,34.0552,89.71682,10868.9,30,24
1,32.0808,89.80553,10865.5,30,25
2,33.0808,89.80553,10865.5,30,25
3,34.0808,89.80553,10865.5,30,25
1,32.1064,89.89424,10870.74,30,26
2,33.1064,89.89424,10870.74,30,26
3,34.1064,89.89424,10870.74,30,26
1,32.132,89.98295,10866.12,30,27
2,33.132,89.98295,10866.12,30,27
3,34.132,89.98295,10866.12,30,27
1,32.1576,90.07166,10868.9,30,28
2,33.1576,90.07166,10868.9,30,28
3,34.1576,90.07166,10868.9,30,28
1,32.1832,90.16037,10865.5,30,29
2,33.1832,90.16037,10865.5,30,29
3,34.1832,90.16037,10865.5,30,29
1,32.2088,90.24908,10870.74,30,30
2,33.2088,90.24908,10870.74,30,30
3,34.2088,90.24908,10870.74,30,30
1,32.2344,90.33779,10866.12,30,31
2,33.2344,90.33779,10866.12,30,31
3,34.2344,90.33779,10866.12,30,31
1,32.26,90.4265,10868.9,30,32
2,33.26,90.4265,10868.9,30,32
3,34.26,90.4265,10868.9,30,32
1,32.2856,90.51521,10865.5,30,33
2,33.2856,90.51521,10865.5,30,33
3,34.2856,90.51521,10865.5,30,33
1,32.3112,90.60392,10870.74,30,34
2,33.3112,90.60392,10870.74,30,34
3,34.3112,90.60392,10870.74,30,34
1,32.3368,90.69263,10866.12,30,35
2,33.3368,90.69263,10866.12,30,35
3,34.3368,90.69263,10866.12,30,35
1,32.3624,90.78134,10868.9,30,36
2,33.3624,90.78134,10868.9,30,36
3,34.3624,90.78134,10868.9,30,36
1,32.388,90.87005,10865.5,30,37
2,33.388,90.87005,10865.5,30,37
3,34.388,90.87005,10865.5,30,37
1,32.4136,90.95876,10870.74,30,38
2,33.4136,90.95876,10870.74,30,38
3,34.4136,90.95876,10870.74,30,38
1,32.4392,91.04747,10866.12,30,39
2,33.4392,91.04747,10866.12,30,39
3,34.4392,91.04747,10866.12,30,39
1,32.4648,91.13618,10868.9,30,40
2,33.4648,91.13618,10868.9,30,40
3,34.4648,91.13618,10868.9,30,40
1,32.4904,91.22489,10865.5,30,10
2,33.4904,91.22489,10865.5,30,10
3,34.4904,91.22489,10865.5,30,10
1,32.516,91.3136,10870.74,30,11
2,33.516,91.3136,10870.74,30,11
3,34.516,91.3136,10870.74,30,11
1,32.5416,91.40231,10866.12,30,12
2,33.5416,91.40231,10866.12,30,12
3,34.5416,91.40231,10866.12,30,12
1,32.5672,91.49102,10868.9,30,13
2,33.5672,91.49102,10868.9,30,13
3,34.5672,91.49102,10868.9,30,13
1,32.5928,91.57973,10865.5,30,14
2,33.5928,91.57973,10865.5,30,14
3,34.5928,91.57973,10865.5,30,14
1,32.6184,91.66844,10870.74,30,15
2,33.6184,91.66844,10870.74,30,15
3,34.6184,91.66844,10870.74,30,15
1,32.644,91.75715,10866.12,30,16
2,33.644,91.75715,10866.12,30,16
3,34.644,91.75715,10866.12,30,16
1,32.6696,91.84586,10868.9,30,17
2,33.6696,91.84586,10868.9,30,17
3,34.6696,91.84586,10868.9,30,17
1,32.6952,91.93457,10865.5,30,18
2,33.6952,91.93457,10865.5,30,18
3,34.6952,91.93457,10865.5,30,18
1,32.7208,92.02328,10870.74,30,19
2,33.7208,92.02328,10870.74,30,19
3,34.7208,92.02328,10870.74,30,19
1,32.7464,92.11199,10866.12,30,20
2,33.7464,92.11199,10866.12,30,20
3,34.7464,92.11199,10866.12,30,20
1,32.772,92.2007,10868.9,30,21
2,33.772,92.2007,10868.9,30,21
3,34.772,92.2007,10868.9,30,21
1,32.7976,92.28941,10865.5,30,22
2,33.7976,92.28941,10865.5,30,22
3,34.7976,92.28941,10865.5,30,22
1,32.8232,92.37812,10870.74,30,23
2,33.8232,92.37812,10870.74,30,23
3,34.8232,92.37812,10870.74,30,23
1,32.8488,92.46683,10866.12,30,24
2,33.8488,92.46683,10866.12,30,24
3,34.8488,92.46683,10866.12,30,24
1,32.8744,92.55554,10868.9,30,25
2,33.8744,92.55554,10868.9,30,25
3,34.8744,92.55554,10868.9,30,25
1,32.9,92.64425,10865.5,30,26
2,33.9,92.64425,10865.5,30,26
3,34.9,92.64425,10865.5,30,26
1,32.9256,92.73296,10870.74,30,27
2,33.9256,92.73296,10870.74,30,27
3,34.9256,92.73296,10870.74,30,27
1,32.9512,92.82167,10866.12,30,28
2,33.9512,92.82167,10866.12,30,28
3,34.9512,92.82167,10866.12,30,28
1,32.9768,92.91038,10868.9,30,29
2,33.9768,92.91038,10868.9,30,29
3,34.9768,92.91038,10868.9,30,29
1,33.0024,92.99909,10865.5,30,30
2,34.0024,92.99909,10865.5,30,30
3,35.0024,92.99909,10865.5,30,30
1,33.028,93.0878,10870.74,30,31
2,34.028,93.0878,10870.74,30,31
3,35.028,93.0878,10870.74,30,31
1,33.0536,93.17651,10866.12,30,32
2,34.0536,93.17651,10866.12,30,32
3,35.0536,93.17651,10866.12,30,32
1,33.0792,93.26522,10868.9,30,33
2,34.0792,93.26522,10868.9,30,33
3,35.0792,93.26522,10868.9,30,33
1,33.1048,93.35393,10865.5,30,34
2,34.1048,93.35393,10865.5,30,34
3,35.1048,93.35393,10865.5,30,34
1,33.1304,93.44264,10870.74,30,35
2,34.1304,93.44264,10870.74,30,35
3,35.1304,93.44264,10870.74,30,35
1,33.156,93.53135,10866.12,30,36
2,34.156,93.53135,10866.12,30,36
3,35.156,93.53135,10866.12,30,36
1,33.1816,93.62006,10868.9,30,37
2,34.1816,93.62006,10868.9,30,37
3,35.1816,93.62006,10868.9,30,37
1,33.2072,93.70877,10865.5,30,38
2,34.2072,93.70877,10865.5,30,38
3,35.2072,93.70877,10865.5,30,38
1,33.2328,93.79748,10870.74,30,39
2,34.2328,93.79748,10870.74,30,39
3,35.2328,93.79748,10870.74,30,39
1,33.2584,93.88619,10866.12,30,40
2,34.2584,93.88619,10866.12,30,40
3,35.2584,93.88619,10866.12,30,40
1,33.284,93.9749,10868.9,30,10
2,34.284,93.9749,10868.9,30,10
3,35.284,93.9749,10868.9,30,10
1,33.3096,94.06361,10865.5,30,11
2,34.3096,94.06361,10865.5,30,11
3,35.3096,94.06361,10865.5,30,11
1,33.3352,94.15232,10870.74,30,12
2,34.3352,94.15232,10870.74,30,12
3,35.3352,94.15232,10870.74,30,12
1,33.3608,94.24103,10866.12,30,13
2,34.3608,94.24103,10866.12,30,13
3,35.3608,94.24103,10866.12,30,13
1,33.3864,94.32974,10866.12,30,10
2,34.3864,94.32974,10866.12,30,10
3,35.3864,94.32974,10866.12,30,10
1,33.412,94.41845,10868.9,30,11
2,34.412,94.41845,10868.9,30,11
3,35.412,94.41845,10868.9,30,11
1,33.4376,94.50716,10865.5,30,12
2,34.4376,94.50716,10865.5,30,12
3,35.4376,94.50716,10865.5,30,12
1,33.4632,94.59587,10870.74,30,13
2,34.4632,94.59587,10870.74,30,13
3,35.4632,94.59587,10870.74,30,13
1,33.4888,94.68458,10866.12,30,14
2,34.4888,94.68458,10866.12,30,14
3,35.4888,94.68458,10866.12,30,14
1,33.5144,94.77329,10868.9,30,15
2,34.5144,94.77329,10868.9,30,15
3,35.5144,94.77329,10868.9,30,15
1,33.54,94.862,10865.5,30,16
2,34.54,94.862,10865.5,30,16
3,35.54,94.862,10865.5,30,16
1,33.5656,94.95071,10870.74,30,17
2,34.5656,94.95071,10870.74,30,17
3,35.5656,94.95071,10870.74,30,17
1,33.5912,95.03942,10866.12,30,18
2,34.5912,95.03942,10866.12,30,18
3,35.5912,95.03942,10866.12,30,18
1,33.6168,95.12813,10868.9,30,19
2,34.6168,95.12813,10868.9,30,19
3,35.6168,95.12813,10868.9,30,19
1,33.6424,95.21684,10865.5,30,20
2,34.6424,95.21684,10865.5,30,20
3,35.6424,95.21684,10865.5,30,20
1,33.668,95.30555,10870.74,30,21
2,34.668,95.30555,10870.74,30,21
3,35.668,95.30555,10870.74,30,21
1,33.6936,95.39426,10866.12,30,22
2,34.6936,95.39426,10866.12,30,22
3,35.6936,95.39426,10866.12,30,22
1,33.7192,95.48297,10868.9,30,23
2,34.7192,95.48297,10868.9,30,23
3,35.7192,95.48297,10868.9,30,23
1,33.7448,95.57168,10865.5,30,24
2,34.7448,95.57168,10865.5,30,24
3,35.7448,95.57168,10865.5,30,24
1,33.7704,95.66039,10870.74,30,25
2,34.7704,95.66039,10870.74,30,25
3,35.7704,95.66039,10870.74,30,25
1,33.796,95.7491,10866.12,30,26
2,34.796,95.7491,10866.12,30,26
3,35.796,95.7491,10866.12,30,26
1,33.8216,95.83781,10868.9,30,27
2,34.8216,95.83781,10868.9,30,27
3,35.8216,95.83781,10868.9,30,27
1,33.8472,95.92652,10865.5,30,28
2,34.8472,95.92652,10865.5,30,28
3,35.8472,95.92652,10865.5,30,28
1,33.8728,96.01523,10870.74,30,29
2,34.8728,96.01523,10870.74,30,29
3,35.8728,96.01523,10870.74,30,29
1,33.8984,96.10394,10866.12,30,30
2,34.8984,96.10394,10866.12,30,30
3,35.8984,96.10394,10866.12,30,30
1,33.924,96.19265,10868.9,30,31
2,34.924,96.19265,10868.9,30,31
3,35.924,96.19265,10868.9,30,31
1,33.9496,96.28136,10865.5,30,32
2,34.9496,96.28136,10865.5,30,32
3,35.9496,96.28136,10865.5,30,32
1,33.9752,96.37007,10870.74,30,33
2,34.9752,96.37007,10870.74,30,33
3,35.9752,96.37007,10870.74,30,33
1,34.0008,96.45878,10866.12,30,34
2,35.0008,96.45878,10866.12,30,34
3,36.0008,96.45878,10866.12,30,34
1,34.0264,96.54749,10868.9,30,35
2,35.0264,96.54749,10868.9,30,35
3,36.0264,96.54749,10868.9,30,35
1,34.052,96.6362,10865.5,30,36
2,35.052,96.6362,10865.5,30,36
3,36.052,96.6362,10865.5,30,36
1,34.0776,96.72491,10870.74,30,37
2,35.0776,96.72491,10870.74,30,37
3,36.0776,96.72491,10870.74,30,37
1,34.1032,96.81362,10866.12,30,38
2,35.1032,96.81362,10866.12,30,38
3,36.1032,96.81362,10866.12,30,38
1,34.1288,96.90233,10868.9,30,39
